node_1|node_2|edge|chunk_id
most studies|single division|recognize|70bccee6f6d54978a5a22ea39171d8fb
alligator|diencephalic development|has relation with|0fb8898454be437ea8cda90c5fc7aa2b
parencephalon anterior|ventral thalamus or prethalamus|is destined to become|0fb8898454be437ea8cda90c5fc7aa2b
parencephalon posterior|dorsal thalamus and epithalamus or thalamus|is the presumptive|0fb8898454be437ea8cda90c5fc7aa2b
synencephalon|anlage for pretectum|is anlage for|0fb8898454be437ea8cda90c5fc7aa2b
synencephalon|pretectum anterior and pretectum posterior|has two divisions recognized as|0fb8898454be437ea8cda90c5fc7aa2b
parencephalon anterior|parencephalon posterior|is separated by|f1fa2dacb94c413e906eca383de62bd2
zona limitans interparencephalica|zona limitans intrathalamica|might correspond to part or all of|f1fa2dacb94c413e906eca383de62bd2
zona limitans interparencephalica|additional markers|required to confirm relationship with|f1fa2dacb94c413e906eca383de62bd2
this region|separate compartment|has suggested to be|f1fa2dacb94c413e906eca383de62bd2
present observations|purely morphological data|cannot determine the status of|f1fa2dacb94c413e906eca383de62bd2
diencephalon|development|has development|7f7fd241cb5b4346a36c31cd7259fd6a
transverse plane|single segment|is a view of|7f7fd241cb5b4346a36c31cd7259fd6a
presumptive alar plate|components|comprises|7f7fd241cb5b4346a36c31cd7259fd6a
presumptive basal plate region|components|part of|7f7fd241cb5b4346a36c31cd7259fd6a
neuromeres|forebrain|related to|7f7fd241cb5b4346a36c31cd7259fd6a
prosomeres|forebrain|related to|7f7fd241cb5b4346a36c31cd7259fd6a
alligator|diencephalon development|study subject of|7f7fd241cb5b4346a36c31cd7259fd6a
keynes|lumsden|co-researchers who have suggested criteria for developmental significance|0143cc5f03bb47eba20c806de7ef7c12
neuromere|developmental significance|relation between the two, where neuromeres need to meet certain criteria to be of developmental significance|0143cc5f03bb47eba20c806de7ef7c12
compartments|segmental pattern|pattern of cell proliferation in compartments|0143cc5f03bb47eba20c806de7ef7c12
neuromeres|cell proliferation|precedence or production relationship between neuromeres and cell proliferation|0143cc5f03bb47eba20c806de7ef7c12
borders|barriers to cell mixing|function of borders in creating lineage restrictions|0143cc5f03bb47eba20c806de7ef7c12
regulatory genes|neuromere(s)|expression pattern relationship between regulatory genes and neuromere(s)|0143cc5f03bb47eba20c806de7ef7c12
rhombomeres|developing chick hindbrain|relationship between rhombomeres and the developing chick hindbrain, where they satisfy certain criteria|0143cc5f03bb47eba20c806de7ef7c12
forebrain|diencephalon|sub-division of forebrain with different interpretations in diencephalon development|0143cc5f03bb47eba20c806de7ef7c12
neuromeres|diencephalon|The first researchers to examine this problem using methodology to address the four criteria to determine whether neuromeres in the diencephalon were of developmental significance.|e6898cb7de914da7883af4a131ea03af
neuromeres|lineage restrictions|boundaries between neuromeres represent lineage restrictions|e6898cb7de914da7883af4a131ea03af
regulatory genes|borders|certain putative regulatory genes corresponding to borders|e6898cb7de914da7883af4a131ea03af
diencephalic segments|fiber tracts|specific fiber tracts formed boundaries between segments|e6898cb7de914da7883af4a131ea03af
parencephalon anterior (d1)|parencephalon posterior (d2)|the four diencephalic compartments were labeled D1 to D4, and corresponded to the parencephalon anterior (D1), paren- cephalon posterior (D2)|e6898cb7de914da7883af4a131ea03af
synencephalon anterior (d3)|synencephalon posterior (d4)|the four diencephalic compartments were labeled D1 to D4, and corresponded to the parencephalon anterior (D1), paren- cephalon posterior (D2), synencephalon anterior (D3), and synencephalon posterior (D4)|e6898cb7de914da7883af4a131ea03af
hypothalamus|parencephalon anterior (d1)|The hypothalamus was considered part of D1 in this analysis.|e6898cb7de914da7883af4a131ea03af
chick|larsen et al.|was re-investigated by using many of the same techniques|5c21a9eddc714dc088a2916880749445
morphology|gene expression|employed by using these techniques|5c21a9eddc714dc088a2916880749445
cell lineage restriction|acquisition of boundary specific phenotype|were employed by using these techniques|5c21a9eddc714dc088a2916880749445
figdor and stern 1993|larsen et al. 2001|obtained different results and reached different conclusions regarding diencephalon compartment development|5c21a9eddc714dc088a2916880749445
diencephalon|compartment development|differed in the conclusions reached regarding this development|5c21a9eddc714dc088a2916880749445
synencephalon|parencephalon|exhibited neuromeric characters at its interface with the midbrain, but did not restrict cell mixing nor exhibit lineage restriction at their boundary|5c21a9eddc714dc088a2916880749445
zona limitans intrathalamica|anterior and posterior parts|divided the parencephalon into these two parts|5c21a9eddc714dc088a2916880749445
synencephalon|mesencephalon|displayed no cell lineage restriction nor cell boundary phenotype at their border|5c21a9eddc714dc088a2916880749445
apical location|rhombomere borders|S-phase nuclei were localized at this location only in the zona limitans intrathalamica and at the synencephalonmesencephalon border|5c21a9eddc714dc088a2916880749445
diencephalon|pattern of development|The diencephalon did not display a sectarian pattern of development|39e7e53a93a1405fbf9c331bc5080069
alar parts|basal parts|Both alar and basal parts of each of the diencephalic segments showed neuroepithelial cell restriction at inter-segmental boundaries|39e7e53a93a1405fbf9c331bc5080069
grafts|size limitation|One limitation is the size of the grafts|39e7e53a93a1405fbf9c331bc5080069
cellular behavior|injury to embryonic donor tissue|The potential change in cellular behavior that might occur as a result of injury to embryonic donor tissue and the subsequent integration of the graft|39e7e53a93a1405fbf9c331bc5080069
prosomeric model|morphological observations|The prosomeric model was initially based on morphological observations in chick|39e7e53a93a1405fbf9c331bc5080069
prosomeric model|other vertebrates|The prosomeric model was subsequently extended to other vertebrates|39e7e53a93a1405fbf9c331bc5080069
pritz brain behav evol|journal|The context refers to this journal article|c3c4e29e9d7f4c34adf86b82734173ab
gene expression mapping|influence|Gene expression mapping heavily influenced the territories and boundaries of prosomere 1, 2, and 3|c3c4e29e9d7f4c34adf86b82734173ab
prosomere 1 (synencephalon)|territory|The territory of prosomere 1 was re-evaluated and re-defined|c3c4e29e9d7f4c34adf86b82734173ab
prosomere 2 (parencephalon posteri- or)|territory|The territory of prosomere 2 was re-evaluated and re-defined|c3c4e29e9d7f4c34adf86b82734173ab
prosomere 3 (parencephalon anterior)|territory|The territory of prosomere 3 was re-evaluated and re-defined|c3c4e29e9d7f4c34adf86b82734173ab
puelles and rubenstein, 2003|reference|This reference is cited in the context as providing information on the prosomeric model|c3c4e29e9d7f4c34adf86b82734173ab
prosomeric model|approach|The prosomeric model was an approach to correlate morphological observations with gene expression data|c3c4e29e9d7f4c34adf86b82734173ab
neuromeres|features|Other developmentally significant features of neuromeres have yet to be investigated|c3c4e29e9d7f4c34adf86b82734173ab
alligator|diencephalic subdivisions|The time course and pattern of formation of diencephalic subdivisions from a single compartment in Alligator were examined|c3c4e29e9d7f4c34adf86b82734173ab
secondary prosencephalon|diencephalon|had more readily identifiable boundaries and compartments|73b41fbc2a3f43fe8b74cf2a73ae83aa
secondary prosencephalic subdivisions|forebrain|were not described initially based on the appearance of acetylcholine-positive neuroblasts|73b41fbc2a3f43fe8b74cf2a73ae83aa
gene expression patterns|transverse regions|postulated within the secondary prosencephalon|73b41fbc2a3f43fe8b74cf2a73ae83aa
molecularly distinct transverse regions|secondary prosencephalic subdivisions|were best interpreted as non-neuromeric subdivisions because interneuromeric boundaries did not extend from the roof plate to the floor plate|73b41fbc2a3f43fe8b74cf2a73ae83aa
acetylcholine-positive neuroblasts|secondary prosencephalic subdivisions|initially used to describe the appearance of neuroblasts|73b41fbc2a3f43fe8b74cf2a73ae83aa
mller|orahilly|shared the same observation|424d248cab6145a4be1be43e63b0250b
vaage|puelles et al.|made similar observations|424d248cab6145a4be1be43e63b0250b
larsen et al.|present study|shared the same findings|424d248cab6145a4be1be43e63b0250b
alligator|diencephalon|related to|424d248cab6145a4be1be43e63b0250b
amniotes|vertebrates|belong to the same group|424d248cab6145a4be1be43e63b0250b
alligator diencephalon|adult diencephalons|distinguish from each other|424d248cab6145a4be1be43e63b0250b
molecular events|different adult diencephalons|responsible for|424d248cab6145a4be1be43e63b0250b
molecules|birds|Early origins of modern|62232c1f6a924cccbc868b193a11f9b4
mammals|birds|Early origins of modern|62232c1f6a924cccbc868b193a11f9b4
neuromeres|vertebrates|Central tube in vertebrates|62232c1f6a924cccbc868b193a11f9b4
migration areas|vertebrate central tube|Development of neuromeres|62232c1f6a924cccbc868b193a11f9b4
early histogenesis|central nervous system|Morphogenesis of the cen- tral nervous system in vertebrates|62232c1f6a924cccbc868b193a11f9b4
dlx-1|forebrain|Spatially restricted expression in mouse forebrain|62232c1f6a924cccbc868b193a11f9b4
dlx-2|forebrain|Spatially restricted expression in mouse forebrain|62232c1f6a924cccbc868b193a11f9b4
gbx-2|forebrain|Spatially restricted expression in mouse forebrain|62232c1f6a924cccbc868b193a11f9b4
wnt-3|forebrain|Spatially restricted expression in mouse forebrain|62232c1f6a924cccbc868b193a11f9b4
crocodilians|reproduction|Embryology and reproductive biology|62232c1f6a924cccbc868b193a11f9b4
segmental organization|diencephalon|Embryonic day 12.5 mouse forebrain|62232c1f6a924cccbc868b193a11f9b4
gribnau aa|morphogen-esis of the brain|Studied morphogenesis of the brain in staged rhesus monkey.|f8e5c5a891af42c88b757da5771a4f52
hamburger v|normal stages in the development of the chick embryo|Described a series of normal stages in the development of the chick embryo.|f8e5c5a891af42c88b757da5771a4f52
hedges sb|molecular evidence for the origin of birds|Presented molecular evidence for the origin of birds.|f8e5c5a891af42c88b757da5771a4f52
kage t|morphogenesis and regionalization of the medaka embry- onic brain|Explored morphogenesis and regionalization of the medaka embryonic brain.|f8e5c5a891af42c88b757da5771a4f52
keynes r|segmentation and the origin of regional diversity in the vertebrate central nervous system|Investigated segmentation and the origin of regional diversity in the vertebrate central nervous system.|f8e5c5a891af42c88b757da5771a4f52
keyser a|development of the dien- cephalon of the chinese hamster|Explored the development of the dien-cephalon of the Chinese hamster.|f8e5c5a891af42c88b757da5771a4f52
kiecker c|hedgehog signalling from the zli regulates diencephalic re- gional identity|Described how hedgehog signaling from the ZLI regulates diencephalic regional identity.|f8e5c5a891af42c88b757da5771a4f52
kiecker c|compartments and their boundaries in vertebrate brain de- velopment|Explored compartments and their boundaries in vertebrate brain development.|f8e5c5a891af42c88b757da5771a4f52
kumar s|molecular time-scale for vertebrate evolution|Presented a molecular time-scale for vertebrate evolution.|f8e5c5a891af42c88b757da5771a4f52
larsen cw|boundary formation and compartition in the avian diencephalon|Investigated boundary formation and compartition in the avian diencephalon.|f8e5c5a891af42c88b757da5771a4f52
diencephalon|avian|The diencephalon is studied in the context of avian development.|59a0ce942d734346b45b28ec67a0862d
boundary formation|compartition|Boundary formation and compartition are related processes in the developing diencephalon.|59a0ce942d734346b45b28ec67a0862d
patterning|developing diencephalon|The developing diencephalon requires proper patterning to occur.|59a0ce942d734346b45b28ec67a0862d
segmentation|hindbrain|Segmentation is a process that occurs in the developing hindbrain.|59a0ce942d734346b45b28ec67a0862d
neuromeres|human embryos|The timing and sequence of appearance of neuromeres are studied in human embryos.|59a0ce942d734346b45b28ec67a0862d
morphogenesis|central nervous system|Morphogenesis is a process that occurs in the development of the central nervous system.|59a0ce942d734346b45b28ec67a0862d
cell|culture|are related in the context of studying mammalian cells|db5b578ebb1e4aceb4fff77f854b203f
micro-tubules|'-tubulin|have a relationship as components of mammalian cells|db5b578ebb1e4aceb4fff77f854b203f
lamprey|forebrain|are related in the context of studying its development and anatomy|db5b578ebb1e4aceb4fff77f854b203f
reptilian|embryo|are related in the context of studying rhombomere development|db5b578ebb1e4aceb4fff77f854b203f
vertebrate|central nervous system|are related in the context of comparing and understanding their development|db5b578ebb1e4aceb4fff77f854b203f
forebrain|development|have a relationship in the context of studying brain segmentation and anatomy|db5b578ebb1e4aceb4fff77f854b203f
chick|embryo|are related in the context of studying early embryonic development|db5b578ebb1e4aceb4fff77f854b203f
mouse|forebrain|are related in the context of studying gene expression and development|db5b578ebb1e4aceb4fff77f854b203f
embryology|zwischenhirn|study about|54a980742dfb4db38d12cdce557a6993
evolution|development|theory of|54a980742dfb4db38d12cdce557a6993
forebrain|patterning|model for|54a980742dfb4db38d12cdce557a6993
hedgehog signalling|diencephalon patterning|orchestrates|54a980742dfb4db38d12cdce557a6993
thalamus|cortical function|exploration of role in|54a980742dfb4db38d12cdce557a6993
neural precursor cells|neurofilament proteins|expression in|54a980742dfb4db38d12cdce557a6993
neural tube segmentation|chick embryos|study of|54a980742dfb4db38d12cdce557a6993
origin of birds and crocodiles|nature|new look at in|54a980742dfb4db38d12cdce557a6993
whetstone kn|martin ld|co-authors in a scientific paper|0c09260dae3c45d1a1b6ccc424e91e61
birds|crocodiles|related concepts (origin)|0c09260dae3c45d1a1b6ccc424e91e61
zebrafish forebrain|prosomeric domains|related concepts (development)|0c09260dae3c45d1a1b6ccc424e91e61
lunatic fringe|forebrain|regulator of neural proliferation|0c09260dae3c45d1a1b6ccc424e91e61
shh|zli|dependent formation|0c09260dae3c45d1a1b6ccc424e91e61
dorsal diencephalon|zli|opposing signals|0c09260dae3c45d1a1b6ccc424e91e61
